Time	heat flow	Time markers	sample_mass
			
0	-0.095		4.00769230769231
10	-0.095		
20	-0.095		
30	-0.095		
40	-0.0967		
50	-0.095		
60	-0.0967		
70	-0.095		
80	-0.095		
90	-0.095		
100	-0.095		
110	-0.095		
120	-0.0967		
130	-0.095		
140	-0.0967		
150	-0.095		
160	-0.095		
170	-0.095		
180	-0.0933		
190	-0.0967		
200	-0.095		
210	-0.0967		
220	-0.095		
230	-0.0933		
240	-0.0933		
250	-0.0933		
260	-0.0967		
270	-0.0933		
280	-0.095		
290	-0.095		
300	-0.095		
310	-0.095		
320	-0.095		
330	-0.095		
340	-0.0967		
350	-0.0967		
360	-0.095		
370	-0.095		
380	-0.095		
390	-0.0933		
400	-0.0933		
410	-0.0916		
420	-0.095		
430	-0.095		
440	-0.095		
450	-0.095		
460	-0.0933		
470	-0.095		
480	-0.095		
490	-0.0933		
500	-0.0916		
510	-0.095		
520	-0.0933		
530	-0.095		
540	-0.095		
550	-0.095		
560	-0.0933		
570	-0.095		
580	-0.095		
590	-0.095		
600	-0.0933		
610	-0.095		
620	-0.0935		
630	-0.095		
640	-0.0933		
650	-0.095		
660	-0.0933		
670	-0.095		
680	-0.092		
690	-0.0933		
700	-0.0916		
710	-0.095		
720	-0.0933		
730	-0.095		
740	-0.0933		
750	-0.0899		
760	-0.0933		
770	-0.095		
780	-0.0916		
790	-0.0933		
800	-0.0916		
810	-0.0899		
820	-0.095		
830	-0.095		
840	-0.095		
850	-0.0916		
860	-0.095		
870	-0.095		
880	-0.095		
890	-0.0933		
900	-0.0899		
910	-0.0933		
920	-0.0933		
930	-0.0933		
940	-0.095		
950	-0.095		
960	-0.0933		
970	-0.0933		
980	-0.0933		
990	-0.095		
1000	-0.0916		
1010	-0.0933		
1020	-0.0916		
1030	-0.0933		
1040	-0.0933		
1050	-0.095		
1060	-0.0916		
1070	-0.0882		
1080	-0.0916		
1090	-0.0933		
1100	-0.0933		
1110	-0.0933		
1120	-0.0916		
1130	-0.0882		
1140	-0.0916		
1150	-0.0933		
1160	-0.095		
1170	-0.0899		
1180	-0.0933		
1190	-0.0933		
1200	-0.0933		
1210	-0.095		
1220	-0.0916		
1230	-0.0933		
1240	-0.0933		
1250	-0.095		
1260	-0.0882		
1270	-0.0933		
1280	-0.0933		
1290	-0.0865		
1300	-0.0933		
1310	-0.0916		
1320	-0.0916		
1330	-0.0899		
1340	-0.0916		
1350	-0.0933		
1360	-0.0899		
1370	-0.0899		
1380	-0.0865		
1390	-0.0882		
1400	-0.095		
1410	-0.0933		
1420	-0.0916		
1430	-0.0916		
1440	-0.0916		
1450	-0.0916		
1460	-0.0882		
1470	-0.0899		
1480	-0.0882		
1490	-0.0916		
1500	-0.0899		
1510	-0.0933		
1520	-0.0933		
1530	-0.0916		
1540	-0.0933		
1550	-0.0899		
1560	-0.0899		
1570	-0.0933		
1580	-0.0899		
1590	-0.0933		
1600	-0.0882		
1610	-0.0916		
1620	-0.0871		
1630	-0.0905		
1640	-0.089		
1650	-0.0916		
1660	-0.0865		
1670	-0.0899		
1680	-0.0916		
1690	-0.0933		
1700	-0.0865		
1710	-0.0882		
1720	-0.0848		
1730	-0.0933		
1740	-0.0933		
1750	-0.0865		
1760	-0.0865		
1770	-0.0933		
1780	-0.0882		
1790	-0.0916		
1800	-0.0905		
1810	-0.0865		
1820	-0.0865		
1830	-0.0899		
1840	-0.095		
1850	-0.0882		
1860	-0.0882		
1870	-0.0871		
1880	-0.0882		
1890	-0.0865		
1900	-0.0899		
1910	-0.0861		
1920	-0.0916		
1930	-0.0865		
1940	-0.0933		
1950	-0.0865		
1960	-0.0916		
1970	-0.0882		
1980	-0.0848		
1990	-0.0831		
2000	-0.0865		
2010	-0.0848		
2020	-0.0865		
2030	-0.0848		
2040	-0.0865		
2050	-0.0865		
2060	-0.0882		
2070	-0.0916		
2080	-0.0848		
2090	-0.0848		
2100	-0.0899		
2110	-0.0882		
2120	-0.0882		
2130	-0.0882		
2140	-0.0848		
2150	-0.0899		
2160	-0.0899		
2170	-0.0899		
2180	-0.0865		
2190	-0.0882		
2200	-0.0916		
2210	-0.0899		
2220	-0.0848		
2230	-0.0882		
2240	-0.0916		
2250	-0.0899		
2260	-0.0882		
2270	-0.0916		
2280	-0.0814		
2290	-0.0882		
2300	-0.0848		
2310	-0.0882		
2320	-0.0865		
2330	-0.0865		
2340	-0.0831		
2350	-0.0882		
2360	-0.0831		
2370	-0.0831		
2380	-0.0865		
2390	-0.0831		
2400	-0.0865		
2410	-0.0831		
2420	-0.0814		
2430	-0.0865		
2440	-0.0848		
2450	-0.0882		
2460	-0.0865		
2470	-0.0814		
2480	-0.0846		
2490	-0.0831		
2500	-0.0831		
2510	-0.0831		
2520	-0.0865		
2530	-0.0861		
2540	-0.089		
2550	-0.0876		
2560	-0.0848		
2570	-0.0848		
2580	-0.0899		
2590	-0.0882		
2600	-0.0865		
2610	-0.0814		
2620	-0.0848		
2630	-0.0882		
2640	-0.0882		
2650	-0.0831		
2660	-0.0848		
2670	-0.0831		
2680	-0.0882		
2690	-0.0865		
2700	-0.0831		
2710	-0.0797		
2720	-0.0848		
2730	-0.0865		
2740	-0.0831		
2750	-0.0831		
2760	-0.0814		
2770	-0.0848		
2780	-0.0814		
2790	-0.0848		
2800	-0.0831		
2810	-0.0814		
2820	-0.0831		
2830	-0.0848		
2840	-0.0848		
2850	-0.0831		
2860	-0.0848		
2870	-0.0865		
2880	-0.0882		
2890	-0.0848		
2900	-0.078		
2910	-0.0831		
2920	-0.0848		
2930	-0.0848		
2940	-0.0831		
2950	-0.0865		
2960	-0.0814		
2970	-0.0848		
2980	-0.0848		
2990	-0.0814		
3000	-0.078		
3010	-0.0831		
3020	-0.0865		
3030	-0.0848		
3040	-0.0865		
3050	-0.0814		
3060	-0.0848		
3070	-0.0831		
3080	-0.0814		
3090	-0.0865		
3100	-0.0763		
3110	-0.0831		
3120	-0.0814		
3130	-0.0831		
3140	-0.078		
3150	-0.0797		
3160	-0.078		
3170	-0.0814		
3180	-0.0814		
3190	-0.0831		
3200	-0.0882		
3210	-0.0746		
3220	-0.078		
3230	-0.0797		
3240	-0.0797		
3250	-0.0797		
3260	-0.0814		
3270	-0.078		
3280	-0.0814		
3290	-0.0797		
3300	-0.078		
3310	-0.0831		
3320	-0.0831		
3330	-0.0746		
3340	-0.078		
3350	-0.0797		
3360	-0.0831		
3370	-0.0848		
3380	-0.0848		
3390	-0.078		
3400	-0.0814		
3410	-0.0831		
3420	-0.0814		
3430	-0.078		
3440	-0.0814		
3450	-0.0831		
3460	-0.0831		
3470	-0.0797		
3480	-0.0814		
3490	-0.0729		
3500	-0.0791		
3510	-0.078		
3520	-0.0801		
3530	-0.078		
3540	-0.0797		
3550	-0.0831		
3560	-0.0814		
3570	-0.0797		
3580	-0.0746		
3590	-0.0746		
3600	-0.0831		
3610	-0.0746		
3620	-0.078		
3630	-0.0797		
3640	-0.0729		
3650	-0.0797		
3660	-0.0797		
3670	-0.0797		
3680	-0.0729		
3690	-0.0797		
3700	-0.0797		
3710	-0.078		
3720	-0.0797		
3730	-0.078		
3740	-0.0746		
3750	-0.0746		
3760	-0.0763		
3770	-0.078		
3780	-0.0797		
3790	-0.0763		
3800	-0.078		
3810	-0.0746		
3820	-0.0752		
3830	-0.0772		
3840	-0.078		
3850	-0.0772		
3860	-0.0712		
3870	-0.0746		
3880	-0.0814		
3890	-0.0729		
3900	-0.0746		
3910	-0.0712		
3920	-0.0763		
3930	-0.0763		
3940	-0.0746		
3950	-0.0746		
3960	-0.0729		
3970	-0.0831		
3980	-0.0727		
3990	-0.0746		
4000	-0.0746		
4010	-0.0746		
4020	-0.0729		
4030	-0.0729		
4040	-0.0746		
4050	-0.0746		
4060	-0.0746		
4070	-0.0763		
4080	-0.0712		
4090	-0.078		
4100	-0.0763		
4110	-0.0729		
4120	-0.0763		
4130	-0.0746		
4140	-0.0791		
4150	-0.0695		
4160	-0.0797		
4170	-0.0746		
4180	-0.0678		
4190	-0.0763		
4200	-0.0746		
4210	-0.0712		
4220	-0.0729		
4230	-0.0729		
4240	-0.0712		
4250	-0.0729		
4260	-0.0729		
4270	-0.0763		
4280	-0.0661		
4290	-0.0729		
4300	-0.0678		
4310	-0.0763		
4320	-0.0695	Reaction start	
4330	-0.0746		
4340	-0.0695		
4350	-0.0644		
4360	-0.0695		
4370	-0.0729		
4380	-0.0729		
4390	-0.0678		
4400	-0.0763		
4410	-0.0729		
4420	-0.0712		
4430	-0.0729		
4440	-0.0729		
4450	-0.0695		
4460	-0.0763		
4470	-0.0695		
4480	-0.0763		
4490	-0.0763		
4500	-0.0729		
4510	-0.0712		
4520	-0.0695		
4530	-0.0693		
4540	-0.0712		
4550	-0.0712		
4560	-0.0695		
4570	-0.0678		
4580	-0.0695		
4590	-0.0729		
4600	-0.0695		
4610	-0.0695		
4620	-0.0695		
4630	-0.0644		
4640	-0.0695		
4650	-0.0712		
4660	-0.0763		
4670	-0.0695		
4680	-0.0695		
4690	-0.0695		
4700	-0.0661		
4710	-0.0695		
4720	-0.0661		
4730	-0.0712		
4740	-0.0729		
4750	-0.0729		
4760	-0.0678		
4770	-0.0678		
4780	-0.0712		
4790	-0.0712		
4800	-0.0695		
4810	-0.0678		
4820	-0.0661		
4830	-0.0729		
4840	-0.0678		
4850	-0.0695		
4860	-0.0797		
4870	30.7739		
4880	153.9595		
4890	236.4962		
4900	281.4732		
4910	306.1975		
4920	316.9756		
4930	319.3771		
4940	316.9923		
4950	311.5925		
4960	303.5874		
4970	294.2187		
4980	284.0308		
4990	273.2036		
5000	263.0993		
5010	252.9753		
5020	241.9717		
5030	231.3395		
5040	220.9871		
5050	210.8586		
5060	201.6954		
5070	192.8488		
5080	183.7141		
5090	175.0069		
5100	166.8219		
5110	159.437		
5120	152.3975		
5130	145.2895		
5140	138.453		
5150	131.9352		
5160	125.7465		
5170	119.9072		
5180	114.3172		
5190	108.9714		
5200	103.8529		
5210	98.9955		
5220	94.3739		
5230	90.338		
5240	86.4892		
5250	82.5884		
5260	78.8996		
5270	75.3465		
5280	71.9664		
5290	68.7609		
5300	65.7522		
5310	62.886		
5320	60.1436		
5330	57.5572		
5340	55.0742		
5350	52.7456		
5360	50.5018		
5370	48.375		
5380	46.35		
5390	44.4369		
5400	42.634		
5410	40.8855		
5420	39.2285		
5430	37.6478		
5440	36.1706		
5450	34.8582		
5460	33.591		
5470	32.2834		
5480	31.0605		
5490	29.8886		
5500	28.7608		
5510	27.7008		
5520	26.6967		
5530	25.7249		
5540	24.8244		
5550	23.9594		
5560	23.13		
5570	22.3482		
5580	21.5816		
5590	20.8625		
5600	20.1756		
5610	19.521		
5620	18.89		
5630	18.2795		
5640	17.7427		
5650	17.2331		
5660	16.7056		
5670	16.1968		
5680	15.7134		
5690	15.2521		
5700	14.8499		
5710	14.455		
5720	14.048		
5730	13.6596		
5740	13.2865		
5750	12.9603		
5760	12.6454		
5770	12.3265		
5780	12.0111		
5790	11.7109		
5800	11.4378		
5810	11.1648		
5820	10.9222		
5830	10.6882		
5840	10.4508		
5850	10.2252		
5860	10.003		
5870	9.7927		
5880	9.5985		
5890	9.4196		
5900	9.2381		
5910	9.0583		
5920	8.887		
5930	8.7225		
5940	8.5716		
5950	8.4139		
5960	8.2731		
5970	8.1272		
5980	7.9932		
5990	7.866		
6000	7.7405		
6010	7.6252		
6020	7.5082		
6030	7.3963		
6040	7.2993		
6050	7.2029		
6060	7.0995		
6070	7.0045		
6080	6.9095		
6090	6.8247		
6100	6.7382		
6110	6.6551		
6120	6.5805		
6130	6.4957		
6140	6.4194		
6150	6.3532		
6160	6.2803		
6170	6.2074		
6180	6.1463		
6190	6.0903		
6200	6.0208		
6210	5.9597		
6220	5.9038		
6230	5.8461		
6240	5.7935		
6250	5.7545		
6260	5.6906		
6270	5.6528		
6280	5.5976		
6290	5.5521		
6300	5.512		
6310	5.4696		
6320	5.4255		
6330	5.3882		
6340	5.3441		
6350	5.3119		
6360	5.2746		
6370	5.2305		
6380	5.2016		
6390	5.1592		
6400	5.1253		
6410	5.088		
6420	5.0614		
6430	5.0286		
6440	4.9964		
6450	4.9625		
6460	4.9371		
6470	4.9082		
6480	4.8754		
6490	4.8523		
6500	4.8268		
6510	4.7997		
6520	4.7725		
6530	4.7468		
6540	4.7284		
6550	4.703		
6560	4.6759		
6570	4.6504		
6580	4.6284		
6590	4.6083		
6600	4.5945		
6610	4.5741		
6620	4.5453		
6630	4.5249		
6640	4.4995		
6650	4.4859		
6660	4.4698		
6670	4.4537		
6680	4.4333		
6690	4.4079		
6700	4.3876		
6710	4.3706		
6720	4.3604		
6730	4.3401		
6740	4.3299		
6750	4.3028		
6760	4.2841		
6770	4.268		
6780	4.2637		
6790	4.2519		
6800	4.2281		
6810	4.2095		
6820	4.1959		
6830	4.1806		
6840	4.162		
6850	4.1484		
6860	4.1413		
6870	4.1264		
6880	4.1145		
6890	4.0975		
6900	4.0806		
6910	4.0687		
6920	4.0551		
6930	4.0416		
6940	4.0246		
6950	4.0212		
6960	4.0093		
6970	3.9975		
6980	3.9839		
6990	3.9686		
7000	3.9517		
7010	3.9415		
7020	3.9316		
7030	3.9212		
7040	3.9059		
7050	3.8974		
7060	3.8957		
7070	3.8838		
7080	3.8688		
7090	3.8533		
7100	3.8364		
7110	3.8287		
7120	3.8183		
7130	3.8041		
7140	3.7973		
7150	3.7889		
7160	3.7852		
7170	3.777		
7180	3.7685		
7190	3.7583		
7200	3.7448		
7210	3.7312		
7220	3.7176		
7230	3.7125		
7240	3.7041		
7250	3.6939		
7260	3.6803		
7270	3.6735		
7280	3.6684		
7290	3.6617		
7300	3.6515		
7310	3.6447		
7320	3.6345		
7330	3.626		
7340	3.6142		
7350	3.604		
7360	3.5952		
7370	3.5853		
7380	3.5735		
7390	3.565		
7400	3.5596		
7410	3.5531		
7420	3.548		
7430	3.5396		
7440	3.5277		
7450	3.524		
7460	3.5175		
7470	3.5056		
7480	3.4988		
7490	3.4972		
7500	3.4825		
7510	3.4802		
7520	3.47		
7530	3.4615		
7540	3.448		
7550	3.4429		
7560	3.4378		
7570	3.431		
7580	3.4293		
7590	3.4225		
7600	3.4191		
7610	3.4107		
7620	3.4005		
7630	3.3895		
7640	3.3835		
7650	3.3801		
7660	3.375		
7670	3.3649		
7680	3.3581		
7690	3.353		
7700	3.3394		
7710	3.336		
7720	3.3309		
7730	3.3259		
7740	3.3174		
7750	3.3106		
7760	3.3123		
7770	3.3038		
7780	3.297		
7790	3.2936		
7800	3.2885		
7810	3.2801		
7820	3.2716		
7830	3.2682		
7840	3.2546		
7850	3.2529		
7860	3.2444		
7870	3.2377		
7880	3.2377		
7890	3.2275		
7900	3.2241		
7910	3.219		
7920	3.2114		
7930	3.2071		
7940	3.2004		
7950	3.1953		
7960	3.1953		
7970	3.1851		
7980	3.1885		
7990	3.1749		
8000	3.1732		
8010	3.1681		
8020	3.158		
8030	3.1546		
8040	3.1495		
8050	3.1478		
8060	3.141		
8070	3.1342		
8080	3.1359		
8090	3.124		
8100	3.1206		
8110	3.1105		
8120	3.1088		
8130	3.1088		
8140	3.1003		
8150	3.0969		
8160	3.0918		
8170	3.0901		
8180	3.0867		
8190	3.0867		
8200	3.0867		
8210	3.0867		
8220	3.0816		
8230	3.0799		
8240	3.0748		
8250	3.0748		
8260	3.0715		
8270	3.0681		
8280	3.0613		
8290	3.065		
8300	3.0579		
8310	3.0562		
8320	3.0562		
8330	3.0545		
8340	3.0494		
8350	3.0511		
8360	3.0494		
8370	3.0481		
8380	3.0452		
8390	3.0443		
8400	3.0452		
8410	3.0409		
8420	3.0409		
8430	3.0358		
8440	3.0358		
8450	3.0432		
8460	3.0341		
8470	3.0324		
8480	3.0375		
8490	3.0324		
8500	3.0324		
8510	3.0291		
8520	3.0291		
8530	3.0291		
8540	3.0274		
8550	3.0274		
8560	3.0274		
8570	3.0223		
8580	3.0274		
8590	3.0274		
8600	3.024		
8610	3.0189		
8620	3.0206		
8630	3.0214		
8640	3.024		
8650	3.0257		
8660	3.0291		
8670	3.0274		
8680	3.024		
8690	3.0206		
8700	3.024		
8710	3.0254		
8720	3.0223		
8730	3.0257		
8740	3.0223		
8750	3.0274		
8760	3.0254		
8770	3.0324		
8780	3.0257		
8790	3.024		
8800	3.0194		
8810	3.0257		
8820	3.0206		
8830	3.0206		
8840	3.0155		
8850	3.0155		
8860	3.0155		
8870	3.0135		
8880	3.0138		
8890	3.0138		
8900	3.0104		
8910	3.0121		
8920	3.0138		
8930	3.007		
8940	3.0036		
8950	3.0087		
8960	3.007		
8970	3.007		
8980	3.0036		
8990	3.0002		
9000	2.9985		
9010	2.9968		
9020	2.9934		
9030	2.9985		
9040	2.9917		
9050	2.9985		
9060	2.9833		
9070	2.9917		
9080	2.9884		
9090	2.9917		
9100	2.99		
9110	2.9867		
9120	2.9799		
9130	2.9833		
9140	2.9884		
9150	2.9799		
9160	2.9833		
9170	2.9799		
9180	2.9782		
9190	2.985		
9200	2.9799		
9210	2.9799		
9220	2.9784		
9230	2.9759		
9240	2.9765		
9250	2.9765		
9260	2.9765		
9270	2.9782		
9280	2.9748		
9290	2.9731		
9300	2.9765		
9310	2.9714		
9320	2.9782		
9330	2.9748		
9340	2.9731		
9350	2.9748		
9360	2.9714		
9370	2.9714		
9380	2.9731		
9390	2.9731		
9400	2.9697		
9410	2.9697		
9420	2.9714		
9430	2.9714		
9440	2.9748		
9450	2.9695		
9460	2.9739		
9470	2.9725		
9480	2.9714		
9490	2.9765		
9500	2.9714		
9510	2.9714		
9520	2.9697		
9530	2.9697		
9540	2.9731		
9550	2.968		
9560	2.968		
9570	2.9663		
9580	2.9663		
9590	2.968		
9600	2.9663		
9610	2.968		
9620	2.968		
9630	2.968		
9640	2.9663		
9650	2.9646		
9660	2.968		
9670	2.9663		
9680	2.9697		
9690	2.968		
9700	2.9714		
9710	2.9697		
9720	2.9697		
9730	2.9714		
9740	2.9714		
9750	2.9759		
9760	2.9714		
9770	2.9697		
9780	2.9748		
9790	2.9731		
9800	2.9697		
9810	2.9748		
9820	2.9779		
9830	2.9765		
9840	2.9765		
9850	2.9799		
9860	2.9799		
9870	2.9799		
9880	2.9833		
9890	2.9782		
9900	2.9816		
9910	2.9799		
9920	2.9838		
9930	2.9782		
9940	2.9833		
9950	2.9833		
9960	2.9816		
9970	2.9816		
9980	2.9867		
9990	2.9867		
10000	2.99		
10010	2.985		
10020	2.99		
10030	2.9867		
10040	2.9867		
10050	2.9884		
10060	2.9867		
10070	2.9884		
10080	2.99		
10090	2.9951		
10100	2.985		
10110	2.9934		
10120	2.9884		
10130	2.9917		
10140	2.9917		
10150	2.9917		
10160	2.9934		
10170	2.9934		
10180	2.9951		
10190	3.0036		
10200	2.99		
10210	2.9977		
10220	2.9917		
10230	2.9968		
10240	2.9968		
10250	2.9985		
10260	3.0019		
10270	3.0036		
10280	3.0036		
10290	3.0019		
10300	2.9985		
10310	3.0138		
10320	3.0053		
10330	3.0053		
10340	3.0002		
10350	3.0053		
10360	3.0087		
10370	3.0096		
10380	3.0115		
10390	3.0104		
10400	3.0104		
10410	3.007		
10420	3.0087		
10430	3.0121		
10440	3.0138		
10450	3.0138		
10460	3.0155		
10470	3.0189		
10480	3.0189		
10490	3.0138		
10500	3.0172		
10510	3.0172		
10520	3.0121		
10530	3.0172		
10540	3.0175		
10550	3.0138		
10560	3.0155		
10570	3.0172		
10580	3.024		
10590	3.024		
10600	3.0206		
10610	3.0274		
10620	3.0274		
10630	3.0257		
10640	3.0308		
10650	3.0274		
10660	3.0291		
10670	3.0358		
10680	3.0341		
10690	3.0358		
10700	3.0409		
10710	3.0375		
10720	3.0373		
10730	3.0443		
10740	3.0494		
10750	3.0511		
10760	3.0477		
10770	3.0511		
10780	3.0528		
10790	3.0545		
10800	3.0579		
10810	3.0596		
10820	3.0579		
10830	3.063		
10840	3.059		
10850	3.0715		
10860	3.0664		
10870	3.0664		
10880	3.0748		
10890	3.0698		
10900	3.0765		
10910	3.0782		
10920	3.0782		
10930	3.0748		
10940	3.0799		
10950	3.0782		
10960	3.0833		
10970	3.0833		
10980	3.085		
10990	3.0867		
11000	3.0867		
11010	3.0884		
11020	3.0867		
11030	3.0867		
11040	3.0901		
11050	3.0901		
11060	3.0867		
11070	3.0927		
11080	3.0884		
11090	3.0969		
11100	3.0952		
11110	3.0986		
11120	3.0986		
11130	3.102		
11140	3.1003		
11150	3.1025		
11160	3.1071		
11170	3.1071		
11180	3.1122		
11190	3.1075		
11200	3.1088		
11210	3.1156		
11220	3.1122		
11230	3.1189		
11240	3.1139		
11250	3.1223		
11260	3.1257		
11270	3.1223		
11280	3.1308		
11290	3.1291		
11300	3.1359		
11310	3.1291		
11320	3.1325		
11330	3.1376		
11340	3.1393		
11350	3.1308		
11360	3.1257		
11370	3.1263		
11380	3.1257		
11390	3.1342		
11400	3.1325		
11410	3.1342		
11420	3.1382		
11430	3.1393		
11440	3.1444		
11450	3.1427		
11460	3.1441		
11470	3.1529		
11480	3.1495		
11490	3.1478		
11500	3.1546		
11510	3.158		
11520	3.1639		
11530	3.1664		
11540	3.1664		
11550	3.1681		
11560	3.1698		
11570	3.18		
11580	3.1797		
11590	3.1817		
11600	3.1868		
11610	3.1851		
11620	3.1868		
11630	3.1902		
11640	3.1936		
11650	3.1936		
11660	3.1936		
11670	3.1919		
11680	3.1953		
11690	3.1955		
11700	3.197		
11710	3.1987		
11720	3.1987		
11730	3.2054		
11740	3.2037		
11750	3.2105		
11760	3.2122		
11770	3.2105		
11780	3.2156		
11790	3.2173		
11800	3.2232		
11810	3.2258		
11820	3.2241		
11830	3.2275		
11840	3.2309		
11850	3.2343		
11860	3.2343		
11870	3.2428		
11880	3.2428		
11890	3.2444		
11900	3.2495		
11910	3.2529		
11920	3.2563		
11930	3.2546		
11940	3.258		
11950	3.2597		
11960	3.2631		
11970	3.2682		
11980	3.2699		
11990	3.275		
12000	3.275		
12010	3.2767		
12020	3.2818		
12030	3.2818		
12040	3.2835		
12050	3.2936		
12060	3.2868		
12070	3.297		
12080	3.2919		
12090	3.3004		
12100	3.3038		
12110	3.3106		
12120	3.3106		
12130	3.3055		
12140	3.3123		
12150	3.3089		
12160	3.3123		
12170	3.314		
12180	3.314		
12190	3.3191		
12200	3.3174		
12210	3.3225		
12220	3.3292		
12230	3.3292		
12240	3.3309		
12250	3.3309		
12260	3.3377		
12270	3.3428		
12280	3.3479		
12290	3.3519		
12300	3.3547		
12310	3.3583		
12320	3.3598		
12330	3.3598		
12340	3.3666		
12350	3.3677		
12360	3.3733		
12370	3.3801		
12380	3.3852		
12390	3.3818		
12400	3.3869		
12410	3.3886		
12420	3.3937		
12430	3.4005		
12440	3.4005		
12450	3.4056		
12460	3.4056		
12470	3.409		
12480	3.4124		
12490	3.4208		
12500	3.4191		
12510	3.4276		
12520	3.4242		
12530	3.4293		
12540	3.4276		
12550	3.431		
12560	3.4293		
12570	3.4378		
12580	3.4344		
12590	3.4395		
12600	3.4446		
12610	3.4463		
12620	3.4446		
12630	3.4514		
12640	3.4615		
12650	3.4615		
12660	3.4632		
12670	3.4683		
12680	3.4666		
12690	3.4734		
12700	3.4751		
12710	3.487		
12720	3.4853		
12730	3.4887		
12740	3.4921		
12750	3.4921		
12760	3.4955		
12770	3.5073		
12780	3.5022		
12790	3.5124		
12800	3.5141		
12810	3.5175		
12820	3.5243		
12830	3.5243		
12840	3.5311		
12850	3.5328		
12860	3.5328		
12870	3.5396		
12880	3.5429		
12890	3.548		
12900	3.5497		
12910	3.5514		
12920	3.5497		
12930	3.5531		
12940	3.5548		
12950	3.5548		
12960	3.5616		
12970	3.5718		
12980	3.565		
12990	3.5735		
13000	3.5769		
13010	3.582		
13020	3.5853		
13030	3.5803		
13040	3.5938		
13050	3.5989		
13060	3.5972		
13070	3.6023		
13080	3.604		
13090	3.6091		
13100	3.6159		
13110	3.6193		
13120	3.6244		
13130	3.6294		
13140	3.6294		
13150	3.6328		
13160	3.6362		
13170	3.6413		
13180	3.6481		
13190	3.6566		
13200	3.6583		
13210	3.66		
13220	3.6684		
13230	3.6668		
13240	3.6684		
13250	3.6752		
13260	3.6769		
13270	3.6803		
13280	3.6871		
13290	3.6905		
13300	3.6956		
13310	3.7041		
13320	3.7058		
13330	3.7125		
13340	3.7176		
13350	3.721		
13360	3.7261		
13370	3.7312		
13380	3.7363		
13390	3.7414		
13400	3.7482		
13410	3.7566		
13420	3.76		
13430	3.7651		
13440	3.7694		
13450	3.7719		
13460	3.7753		
13470	3.7804		
13480	3.7821		
13490	3.7872		
13500	3.7872		
13510	3.7889		
13520	3.794		
13530	3.8007		
13540	3.8058		
13550	3.8075		
13560	3.8109		
13570	3.8228		
13580	3.8279		
13590	3.8262		
13600	3.8313		
13610	3.838		
13620	3.8414		
13630	3.8448		
13640	3.8516		
13650	3.8567		
13660	3.8635		
13670	3.8669		
13680	3.8703		
13690	3.8754		
13700	3.8804		
13710	3.8821		
13720	3.8872		
13730	3.8923		
13740	3.894		
13750	3.8957		
13760	3.9042		
13770	3.9059		
13780	3.9076		
13790	3.9076		
13800	3.9138		
13810	3.9144		
13820	3.9144		
13830	3.9262		
13840	3.9279		
13850	3.9364		
13860	3.9347		
13870	3.9432		
13880	3.9517		
13890	3.9517		
13900	3.9568		
13910	3.9619		
13920	3.9669		
13930	3.9686		
13940	3.9737		
13950	3.9788		
13960	3.9822		
13970	3.9907		
13980	3.9958		
13990	3.9958		
14000	4.0026		
14010	4.011		
14020	4.0144		
14030	4.0195		
14040	4.0195		
14050	4.0229		
14060	4.0263		
14070	4.0246		
14080	4.028		
14090	4.0348		
14100	4.0382		
14110	4.045		
14120	4.05		
14130	4.05		
14140	4.0551		
14150	4.0619		
14160	4.0704		
14170	4.0704		
14180	4.0789		
14190	4.0823		
14200	4.0874		
14210	4.0941		
14220	4.0992		
14230	4.1043		
14240	4.106		
14250	4.1111		
14260	4.1196		
14270	4.1196		
14280	4.1264		
14290	4.1298		
14300	4.1348		
14310	4.1399		
14320	4.1433		
14330	4.145		
14340	4.1484		
14350	4.1535		
14360	4.1552		
14370	4.1654		
14380	4.1654		
14390	4.1722		
14400	4.1756		
14410	4.184		
14420	4.184		
14430	4.1908		
14440	4.1959		
14450	4.2027		
14460	4.2061		
14470	4.2146		
14480	4.2196		
14490	4.2247		
14500	4.2332		
14510	4.2315		
14520	4.2417		
14530	4.2451		
14540	4.2485		
14550	4.2553		
14560	4.2587		
14570	4.2604		
14580	4.262		
14590	4.2637		
14600	4.2739		
14610	4.2722		
14620	4.279		
14630	4.2807		
14640	4.2943		
14650	4.296		
14660	4.2994		
14670	4.3095		
14680	4.3146		
14690	4.318		
14700	4.3265		
14710	4.3316		
14720	4.3353		
14730	4.3377		
14740	4.3452		
14750	4.3502		
14760	4.3536		
14770	4.3604		
14780	4.3638		
14790	4.3672		
14800	4.3723		
14810	4.3723		
14820	4.3774		
14830	4.3825		
14840	4.3859		
14850	4.3909		
14860	4.396		
14870	4.4028		
14880	4.4096		
14890	4.4147		
14900	4.4232		
14910	4.4249		
14920	4.4316		
14930	4.4384		
14940	4.4435		
14950	4.4469		
14960	4.4588		
14970	4.4605		
14980	4.4639		
14990	4.474		
15000	4.4791		
15010	4.4825		
15020	4.4859		
15030	4.4876		
15040	4.4893		
15050	4.4955		
15060	4.5025		
15070	4.5029		
15080	4.5114		
15090	4.5198		
15100	4.5249		
15110	4.5266		
15120	4.5368		
15130	4.5419		
15140	4.5453		
15150	4.5521		
15160	4.5622		
15170	4.5727		
15180	4.5775		
15190	4.5877		
15200	4.5894		
15210	4.5959		
15220	4.6012		
15230	4.6063		
15240	4.6093		
15250	4.6148		
15260	4.6182		
15270	4.6301		
15280	4.6352		
