"Time","Temperature [AmbientT(Therm3T)]","Temperature [Temperature]","Heat flow [Signal]","Heat [Signal]","Normalized heat flow [Signal]","Normalized heat [Signal]","Time markers"
-1870.1040558815002,22.723708715580365,19.99966934842612,NaN,NaN,NaN,NaN,""
-1869.7040758132935,22.724968287917,19.99967524861088,-2.671027438239021E-07,NaN,-6.227622845043185E-08,NaN,""
-1862.9228258132935,22.746323039282743,19.99977528016515,4.5026095168442567E-07,NaN,1.0498040375015753E-07,NaN,""
-1852.7837433815002,22.778251899656226,19.999924843766923,-5.131162227760455E-07,NaN,-1.1963539817580917E-07,NaN,""
-1836.8603258132935,22.663619920498803,20.000159733235478,-2.026098992943758E-06,NaN,-4.723942627521003E-07,NaN,""
-1827.1982164382935,22.622406559746924,20.00015968093261,-3.0044079665405653E-06,NaN,-7.004914820565552E-07,NaN,""
-1817.5361070632935,22.639843727059315,20.00011235984925,-3.982716940137373E-06,NaN,-9.285887013610102E-07,NaN,""
-1810.1103258132935,22.74121907027908,20.000075991391814,-3.5667173652708645E-06,NaN,-8.315964945840206E-07,NaN,""
-1804.2603058815002,22.84735906333575,20.00004734037265,-3.23899349048172E-06,NaN,-7.551861717140871E-07,NaN,""
-1784.7485871315002,22.980953013925475,19.999951779907157,-2.145927800603651E-06,NaN,-5.003328982521918E-07,NaN,""
-1768.2339386940002,23.07601752979133,19.999879396708334,-1.2207609396663118E-06,NaN,-2.846260059842182E-07,NaN,""
-1758.5671129226685,23.08411847433416,19.999837027306743,-6.792158448410864E-07,NaN,-1.5836228604362006E-07,NaN,""
-1752.0036363601685,22.951694640649976,19.999808259789788,-5.283427880734275E-07,NaN,-1.2318554163521275E-07,NaN,""
-1746.0583238601685,22.824542761871275,19.999782201667,-3.916793198988244E-07,NaN,-9.132182790832932E-08,NaN,""
-1737.743992805481,22.765919011978006,19.99984142674432,9.023652715644581E-08,NaN,2.1039059724048915E-08,NaN,""
-1724.8837633132935,22.675242459365286,20.00003902077531,1.277434516175639E-06,NaN,2.9783970999665166E-07,NaN,""
-1716.4267320632935,22.702544517148752,20.00016896082777,9.500551587385928E-07,NaN,2.215097129257619E-07,NaN,""
-1707.9697008132935,22.743230799687545,20.000298900880228,6.226758013015466E-07,NaN,1.4517971585487214E-07,NaN,""
-1700.0493683815002,22.781335055613184,20.00042059469704,1.1562282065238199E-06,NaN,2.695799035961343E-07,NaN,""
-1693.5415558815002,22.78919018508025,20.0003799369097,1.4661007577794297E-06,NaN,3.4182810859860803E-07,NaN,""
-1682.6040558815002,22.653102926643,20.000311604493998,1.2076981264879758E-06,NaN,2.815803512445736E-07,NaN,""
-1655.9409699440002,22.704716128956225,20.000145025927402,5.77772497724532E-07,NaN,1.3471030490196598E-07,NaN,""
-1639.7847199440002,22.74263841248606,19.999936665497327,1.960748966454415E-07,NaN,4.571576046757788E-08,NaN,""
-1618.0615754127502,22.798433469432013,19.999656511146092,7.121375507717105E-07,NaN,1.6603813261173013E-07,NaN,""
-1600.7000031471252,22.843025996625226,19.999697811313784,1.3304114805240215E-06,NaN,3.101915319477784E-07,NaN,""
-1593.2820343971252,22.85443219678154,19.999768939023745,5.181068410407504E-07,NaN,1.2079898368868044E-07,NaN,""
-1585.8640656471252,22.8372903443343,19.999840066733704,-2.9370093491726303E-07,NaN,-6.847771856312965E-08,NaN,""
-1555.2759308815002,22.766605590804062,20.0001333631941,8.84848034485744E-08,NaN,2.063063731605837E-08,NaN,""
-1547.6899933815002,22.823115773727494,20.000159868688307,1.8326786710542613E-07,NaN,4.2729742855077196E-08,NaN,""
-1540.1040558815002,22.879625956650926,20.000108058215417,2.7805093076227795E-07,NaN,6.482884839409604E-08,NaN,""
-1527.9194855690002,22.823545896600816,20.000024839977744,1.9103074429479543E-07,NaN,4.453969323730366E-08,NaN,""
-1515.7349152565002,22.767465836550706,19.999941621740074,8.888666007770469E-09,NaN,2.072433203024112E-09,NaN,""
-1499.2534699440002,22.770201672784058,19.999854770999242,-2.3748561108208464E-07,NaN,-5.537085826115287E-08,NaN,""
-1482.7720246315002,22.77293750901741,19.999882425810718,-4.838598881719395E-07,NaN,-1.128141497253298E-07,NaN,""
-1459.8290758132935,22.681897509060626,19.999920922611956,-8.268244960821563E-07,NaN,-1.9277791934766992E-07,NaN,""
-1456.0790758132935,22.667508873618267,19.999927214872194,-4.2814449323953415E-07,NaN,-9.98238501374526E-08,NaN,""
-1452.3290758132935,22.666353871627837,19.999933507132436,-2.946449039691205E-08,NaN,-6.869780927235265E-09,NaN,""
-1440.9699449539185,22.662855253293955,19.99995256702776,-4.3766079971333965E-07,NaN,-1.0204262059065976E-07,NaN,""
-1419.126072883606,22.656127329102013,19.99984693716353,-9.757968963362425E-08,NaN,-2.2751151698210372E-08,NaN,""
-1397.2822008132935,22.64939940491007,19.999568074097095,2.4250142044609114E-07,NaN,5.6540317194239015E-08,NaN,""
-1380.5390367507935,22.644242501491888,19.999647837967014,-1.7105040593244677E-07,NaN,-3.988118580845111E-08,NaN,""
-1363.7958726882935,22.639085598073706,19.99982504853924,-5.846022323109847E-07,NaN,-1.3630268881114123E-07,NaN,""
-1341.3901109695435,22.632184611571805,19.999978789826788,-5.793826778266925E-07,NaN,-1.3508572576980475E-07,NaN,""
-1294.9301500320435,22.61324729393312,19.999909541900806,-5.68559555609498E-07,NaN,-1.325622652388664E-07,NaN,""
-1256.6901597976685,22.587887203045682,19.999852545726903,-6.107486564909285E-07,NaN,-1.4239884739821137E-07,NaN,""
-1231.4790558815002,22.571167641069643,19.999814968926955,-6.956861783774266E-07,NaN,-1.6220241976624543E-07,NaN,""
-1230.2040758132935,22.581524937228213,19.99981306858689,-6.999816526179938E-07,NaN,-1.632039292650953E-07,NaN,""
-1219.0845246315002,22.671854572657097,19.999796495050415,-2.924579206775166E-07,NaN,-6.818790409827853E-08,NaN,""
-1211.1533722877502,22.667430060184273,19.99978467377809,-1.1085256464460454E-07,NaN,-2.5845783316531718E-08,NaN,""
-1169.8716340065002,22.644400422370126,19.999723143921003,-1.0033431507508283E-08,NaN,-2.339340524016853E-09,NaN,""
-1149.4644074440002,22.68086969313858,19.999724952721042,3.980552822200619E-08,NaN,9.280841273491768E-09,NaN,""
-1129.0571808815002,22.717338963907032,19.99974280114946,-7.652391356980668E-08,NaN,-1.7841901042155903E-08,NaN,""
-1122.1040558815002,22.81901356340761,19.999748882443917,-1.4006248702212614E-07,NaN,-3.26562105437459E-08,NaN,""
-1068.6470246315002,22.68488477495132,19.999795636665652,-6.2855989022156E-07,NaN,-1.4655161814445326E-07,NaN,""
-1051.1030793190002,22.675034730736083,19.99981098083068,-7.079133115876582E-07,NaN,-1.650532318926692E-07,NaN,""
-1021.9462633132935,22.658664642838744,20.000179681922283,4.185967018523229E-07,NaN,9.759773883243713E-08,NaN,""
-1014.1040558815002,22.654261637210745,20.000278850173032,3.165681087668307E-07,NaN,7.38093049118281E-08,NaN,""
-1006.8813996315002,22.65020647845673,20.000116462366996,2.475102435379641E-07,NaN,5.7708147245969706E-08,NaN,""
-990.7900133132935,22.641171973167555,19.999754677889115,6.851435126225441E-07,NaN,1.5974434894440293E-07,NaN,""
-982.1083726882935,22.634069693442456,19.99963230006642,8.089205136061194E-07,NaN,1.8860352380650954E-07,NaN,""
-973.4267320632935,22.62669646133978,19.999653051666506,9.326975145896947E-07,NaN,2.1746269866861616E-07,NaN,""
