"Time","Temperature [AmbientT(Therm3T)]","Temperature [Temperature]","Heat flow [Signal]","Heat [Signal]","Normalized heat flow [Signal]","Normalized heat [Signal]","Time markers"
-2394.897933959961,21.95032784679467,20.000185875841346,NaN,NaN,NaN,NaN,""
-2394.2288761138916,21.951485293215285,20.00018805293134,-5.26514049476801E-08,NaN,-1.201812484539605E-08,NaN,""
-2374.8304386138916,21.98504390430074,20.000251174744122,3.1948358157712883E-07,NaN,7.29248074816546E-08,NaN,""
-2361.2542667388916,22.04909795485439,20.000260458520273,-1.1999596562681258E-07,NaN,-2.73900857399709E-08,NaN,""
-2349.663558959961,22.141586003374655,20.00014823982661,-4.952032813089182E-07,NaN,-1.130343029693947E-07,NaN,""
-2335.772445678711,22.105831179083303,20.000013749110803,-4.928808327310457E-07,NaN,-1.1250418459964524E-07,NaN,""
-2324.3226261138916,22.076360086420024,19.99990289446597,1.2123563206556016E-06,NaN,2.767305000355173E-07,NaN,""
-2321.1507511138916,22.068048397215183,19.999872185067044,3.5343531484538517E-07,NaN,8.067457540410522E-08,NaN,""
-2317.9788761138916,22.059243862958038,19.999841475668124,-5.054856909648312E-07,NaN,-1.1538134922730682E-07,NaN,""
-2301.9202823638916,22.014668197525637,19.99993948736116,-4.3114677229892156E-07,NaN,-9.841286745010763E-08,NaN,""
-2285.8616886138916,21.970092532093236,20.0001030556887,-3.5680785363301183E-07,NaN,-8.144438567290843E-08,NaN,""
-2269.5325870513916,21.971252304014797,20.00010818597588,2.991875346631201E-07,NaN,6.829206452022827E-08,NaN,""
-2252.3538761138916,22.007402867914983,20.000061430096963,9.893146129190412E-07,NaN,2.2581935926022392E-07,NaN,""
-2239.9818058013916,22.016546612168113,20.0000277566145,5.1483237116672937E-08,NaN,1.1751480738797732E-08,NaN,""
-2227.6097354888916,22.020415210067576,19.999994083132034,-8.863481386856953E-07,NaN,-2.0231639778262846E-07,NaN,""
-2208.1585636138916,22.021052934885024,19.999941142219274,-7.526953637137777E-07,NaN,-1.718090307495498E-07,NaN,""
-2195.462142944336,21.995592480041033,19.999906585941467,-6.65455794519599E-07,NaN,-1.5189586727222069E-07,NaN,""
-2185.415267944336,21.986283060092678,19.99997051591774,-5.964217675635247E-07,NaN,-1.3613827152785312E-07,NaN,""
-2158.123275756836,21.990731176000587,20.000144179510954,-1.921190883038601E-06,NaN,-4.385279349551703E-07,NaN,""
-2149.849838256836,21.992079601161493,20.000196824802458,-1.1321085374612417E-06,NaN,-2.5841327036321424E-07,NaN,""
-2142.5316104888916,21.993272343894553,20.0002433919318,-8.924062445644083E-08,NaN,-2.0369921126784025E-08,NaN,""
-2124.142074584961,21.996269515615523,20.000360407679885,-1.4802675319928352E-06,NaN,-3.378834813953059E-07,NaN,""
-2111.021957397461,21.98735499932888,20.000337925855305,-1.044594543681603E-06,NaN,-2.3843746717224445E-07,NaN,""
-2105.771957397461,21.983215683840186,20.000328929778725,-2.2915614726103563E-08,NaN,-5.230681288770501E-09,NaN,""
-2070.001449584961,21.955012747263662,20.0002676356401,-4.854497538149925E-07,NaN,-1.1080797850148197E-07,NaN,""
