time_s,normalized_heat_j_g,sample,temperature_temperature_c
29565.15634036064,75.70022059418822,/home/torben/LRZ Sync+Share/0_TUM/10_Coding/packages/CaloCem/CaloCem/DATA/peak_detection_example4.csv,
82364.82125735283,162.9844341901763,/home/torben/LRZ Sync+Share/0_TUM/10_Coding/packages/CaloCem/CaloCem/DATA/peak_detection_example4.csv,
