Summary
Name,"filename.name"
Start time,2021 Sep 14 - 8:37
End time,2021 Sep 16 - 10:28
Operator,"Mustermann"
Results file path,"MyPath"
General Experiment Info
Bath temperature,20°C
,Sample - 23207:5
Name,"MyTest1"
,Component - C3Ac
Mass,1g
Name,"C3A Test"
ID,"MyTest1"
Wizard Settings
Devices

"Time","Temperature [AmbientT(Therm3T)]","Temperature [Temperature]","Heat flow [Signal]","Heat [Signal]","Normalized heat flow [Signal]","Normalized heat [Signal]","Time markers"
-5528.68317246437,25.0803398691711,19.9998492411115,-2.38530551688359E-06,NaN,-2.38530551688359E-06,NaN,""
-5508.49957871437,25.0440982359594,19.999805173831,-2.41407248070297E-06,NaN,-2.41407248070297E-06,NaN,""
-5498.68512558937,25.0264754174101,19.9997325844205,-2.26911180166499E-06,NaN,-2.26911180166499E-06,NaN,""
-5488.87067246437,25.0274403941838,19.9996378080836,-2.12415112262701E-06,NaN,-2.12415112262701E-06,NaN,""
-5477.06500840187,25.0421494558972,19.9995755258683,-2.23224651168929E-06,NaN,-2.23224651168929E-06,NaN,""
-5465.25934433937,25.0568585176107,19.9999406608643,-2.34034190075157E-06,NaN,-2.34034190075157E-06,NaN,""
-5454.42145371437,25.0662665312864,20.0002449687096,-2.30422388571837E-06,NaN,-2.30422388571837E-06,NaN,""
-5432.51129746437,25.0829674825681,20.000620723651,-2.23120678486372E-06,NaN,-2.23120678486372E-06,NaN,""
-5420.14606308937,25.0801838731627,20.0004481765102,-2.29404573843151E-06,NaN,-2.29404573843151E-06,NaN,""
-5403.33942246437,25.0705798762805,20.0001880133927,-2.37945549920402E-06,NaN,-2.37945549920402E-06,NaN,""
-5386.33160996437,25.0608609216203,20.000093451966,-2.27393543534533E-06,NaN,-2.27393543534533E-06,NaN,""
-5374.61285996437,25.0514538017932,20.0000282971015,-2.15468764308934E-06,NaN,-2.15468764308934E-06,NaN,""
-5362.69489121437,25.0370213732116,19.9999620346043,-2.19107277446698E-06,NaN,-2.19107277446698E-06,NaN,""
-5354.56989121437,25.0271821560861,19.9999685712312,-2.14223426804311E-06,NaN,-2.14223426804311E-06,NaN,""
-5345.87457871437,25.0166523016048,19.9999755666789,-2.01769209267014E-06,NaN,-2.01769209267014E-06,NaN,""
-5334.91950058937,25.028252788813,19.9999723935072,-2.02619057122294E-06,NaN,-2.02619057122294E-06,NaN,""
-5323.96442246437,25.0430673958275,19.999775601618,-2.03468904977573E-06,NaN,-2.03468904977573E-06,NaN,""
-5316.24567246437,25.0535055001101,19.9996369456106,-1.88927429619118E-06,NaN,-1.88927429619118E-06,NaN,""
-5309.94879746437,25.0654199112443,19.9996117021858,-1.8204335991156E-06,NaN,-1.8204335991156E-06,NaN,""
-5291.91754746437,25.0995371083878,19.9997758972485,-2.11210646410083E-06,NaN,-2.11210646410083E-06,NaN,""
-5291.05817246437,25.1011631446468,19.9997607058732,-2.11090021009875E-06,NaN,-2.11090021009875E-06,NaN,""
-5279.69879746437,25.0386918803569,19.9995599035118,-2.0299952430177E-06,NaN,-2.0299952430177E-06,NaN,""
-5272.15192246437,25.0628376633098,19.9995116079381,-1.97624407506701E-06,NaN,-1.97624407506701E-06,NaN,""
-5264.60504746437,25.0869834462627,19.9995659135202,-1.92249290711633E-06,NaN,-1.92249290711633E-06,NaN,""
-5249.81989121437,25.0752786335101,19.9996723041145,-2.00635350079847E-06,NaN,-2.00635350079847E-06,NaN,""
-5239.85895371437,25.0673929604535,19.9996210316541,-1.96470087430461E-06,NaN,-1.96470087430461E-06,NaN,""
-5228.90387558937,25.0651134274291,19.9995646420011,-1.80395235496426E-06,NaN,-1.80395235496426E-06,NaN,""
-5217.94879746437,25.0642434294125,19.9995082523481,-1.76023268820729E-06,NaN,-1.76023268820729E-06,NaN,""
-5204.91168808937,25.0632080867916,19.9993939901724,-1.88519582166119E-06,NaN,-1.88519582166119E-06,NaN,""
-5201.99567246437,25.0629765112811,19.9993638756543,-1.91314637720377E-06,NaN,-1.91314637720377E-06,NaN,""
-5195.90192246437,25.0423182727913,19.9993009437746,-1.96214842889308E-06,NaN,-1.96214842889308E-06,NaN,""
-5189.80817246437,25.0216600343016,19.9992401252561,-1.94861706095203E-06,NaN,-1.94861706095203E-06,NaN,""
-5177.29254746437,25.0713861300212,19.9993224731441,-1.92082571295002E-06,NaN,-1.92082571295002E-06,NaN,""
-5164.68317246437,25.0165238803374,19.9994054378702,-1.89282619005662E-06,NaN,-1.89282619005662E-06,NaN,""
-5153.39410996437,25.0650688952242,19.9994797154596,-1.86775846355044E-06,NaN,-1.86775846355044E-06,NaN,""
-5146.46051621437,25.0619239718227,19.9995253357783,-1.81063759202101E-06,NaN,-1.81063759202101E-06,NaN,""
-5138.34723496437,25.0354141344765,19.9995755393666,-1.74379812713839E-06,NaN,-1.74379812713839E-06,NaN,""
-5130.23395371437,25.0352537684472,19.9995859119689,-1.67695866225578E-06,NaN,-1.67695866225578E-06,NaN,""
-5119.66754746437,25.064652492367,19.9995994208225,-1.58990967212219E-06,NaN,-1.58990967212219E-06,NaN,""
-5110.28864121437,25.0690279341832,19.9996114114907,-1.72159762479088E-06,NaN,-1.72159762479088E-06,NaN,""
-5100.96442246437,25.0477967279128,19.9997687111988,-1.85251771767726E-06,NaN,-1.85251771767726E-06,NaN,""
-5091.64020371437,25.0385702221344,20.0000229640516,-1.71731527926133E-06,NaN,-1.71731527926133E-06,NaN,""
-5082.68317246437,25.0432222141805,20.0002185711142,-1.58996343539549E-06,NaN,-1.58996343539549E-06,NaN,""
-5068.42926621437,25.0506252316146,19.9998708857951,-1.56490528529659E-06,NaN,-1.56490528529659E-06,NaN,""
-5059.95270371437,25.0550276837472,19.9998458455134,-1.46258298365845E-06,NaN,-1.46258298365845E-06,NaN,""
-5052.21051621437,25.0591649741572,19.9998229746202,-1.33783205607948E-06,NaN,-1.33783205607948E-06,NaN,""
-5044.46832871437,25.0645839999093,19.9998001037269,-1.34246850286858E-06,NaN,-1.34246850286858E-06,NaN,""
-5031.32965683937,25.0737802123801,19.9995630796319,-1.4099130163993E-06,NaN,-1.4099130163993E-06,NaN,""
-5023.99957871437,25.0789107884769,19.999558631837,-1.446088381681E-06,NaN,-1.446088381681E-06,NaN,""
-5011.66754746437,25.0875424051768,19.9998311833288,-1.44343604662582E-06,NaN,-1.44343604662582E-06,NaN,""
-5004.10504746437,25.0556446851478,19.9999983229196,-1.44180952756759E-06,NaN,-1.44180952756759E-06,NaN,""
-4997.66168808937,25.0331551317383,19.9998230669013,-1.44042370980594E-06,NaN,-1.44042370980594E-06,NaN,""
-4982.16754746437,25.0327032989625,19.9994016343478,-1.43709127806809E-06,NaN,-1.43709127806809E-06,NaN,""
-4968.71637558937,25.0270661943236,19.9995065638416,-1.39464896336869E-06,NaN,-1.39464896336869E-06,NaN,""
-4955.87848496437,25.005398192718,19.9996067092695,-1.2621038023985E-06,NaN,-1.2621038023985E-06,NaN,""
-4954.26129746437,25.0173042398097,19.9996193245767,-1.24540710480482E-06,NaN,-1.24540710480482E-06,NaN,""
-4950.13239121437,25.0477020460316,19.9997628365118,-1.20854944276221E-06,NaN,-1.20854944276221E-06,NaN,""
-4946.00348496437,25.0635392384378,19.9999063484468,-1.2494863632937E-06,NaN,-1.2494863632937E-06,NaN,""
-4940.21442246437,25.0540366590051,20.000007720202,-1.30688325660275E-06,NaN,-1.30688325660275E-06,NaN,""
-4932.53473496437,25.0414306730641,19.9999640600905,-1.34990225762218E-06,NaN,-1.34990225762218E-06,NaN,""
-4922.95221543312,25.0361555107547,19.9998989686639,-1.31912906538712E-06,NaN,-1.31912906538712E-06,NaN,""
-4909.48785996437,25.0439800832944,19.9995699061422,-1.27588979018294E-06,NaN,-1.27588979018294E-06,NaN,""
-4901.50348496437,25.0486200619043,19.9996426579761,-1.24019652731969E-06,NaN,-1.24019652731969E-06,NaN,""
-4893.51910996437,25.0499507050492,19.9997154098101,-1.15491272534209E-06,NaN,-1.15491272534209E-06,NaN,""
-4881.49567246437,25.0431402371983,19.9994331827766,-1.02648633469286E-06,NaN,-1.02648633469286E-06,NaN,""
-4875.32770371437,25.0396464981675,19.9996171315601,-1.12083139405221E-06,NaN,-1.12083139405221E-06,NaN,""
-4868.16754746437,25.0355907517183,19.9998510366903,-1.23035292274486E-06,NaN,-1.23035292274486E-06,NaN,""
-4861.38825058937,25.0317507364631,19.9998743114294,-1.21955544591255E-06,NaN,-1.21955544591255E-06,NaN,""
-4859.30817246437,25.0305725122492,19.9998761583363,-1.21624247765372E-06,NaN,-1.21624247765372E-06,NaN,""
-4846.26129746437,24.9843992672907,19.9998877426913,-1.19546254528846E-06,NaN,-1.19546254528846E-06,NaN,""
